file_name,subID,phase,trial,stim,stim_cat,resp_cat,resp_time,correct,hit,event,prev_resp_same_cat,prev_resp_correct,prev_resp_hit,next_resp_same_cat,next_resp_correct,next_resp_hit,next_cat_change,RewP,stim_SPN,fdbk_SPN
F9_Acq,F09,acq,43,4m,4,4,57147,correct,1,85,3,incorrect,-1,3,incorrect,-1,1,12.4108,29.286,-81.7901
F9_Acq,F09,acq,44,4c,4,3,41784,incorrect,-1,87,4,correct,1,1,incorrect,-1,1,,-8.8437,
F9_Acq,F09,acq,45,3i,3,5,33936,incorrect,-1,89,4,incorrect,-1,4,incorrect,-1,1,1.5469,,22.7881
F9_Acq,F09,acq,46,3e,3,4,62324,incorrect,-1,91,5,incorrect,-1,1,incorrect,-1,1,-11.3239,-12.7844,-2.17
F9_Acq,F09,acq,47,4j,4,1,60987,incorrect,-1,93,3,incorrect,-1,3,incorrect,-1,1,-17.731,-22.4329,-54.9124
F9_Acq,F09,acq,48,3p,3,1,38611,incorrect,-1,95,4,incorrect,-1,1,incorrect,-1,0,5.0602,-25.7985,-64.3551
F9_Acq,F09,acq,49,3o,3,1,50802,incorrect,-1,97,1,incorrect,-1,1,incorrect,-1,0,1.0439,25.0708,-53.2331
F9_Acq,F09,acq,50,5n,5,4,54976,incorrect,-1,99,5,correct,1,2,incorrect,-1,1,-14.8422,1.5034,9.7446
F9_Acq,F09,acq,51,1p,1,2,112920,incorrect,-1,101,5,incorrect,-1,1,correct,1,1,2.7929,30.3108,-11.7733
F9_Acq,F09,acq,52,2b,2,4,88706,incorrect,-1,103,5,incorrect,-1,5,incorrect,-1,1,-1.4354,-8.672,-7.9138
F9_Acq,F09,acq,53,2c,2,5,43788,incorrect,-1,105,4,incorrect,-1,3,incorrect,-1,1,1.3426,-15.2842,-67.7026
F9_Acq,F09,acq,54,4p,4,3,20243,incorrect,-1,107,1,incorrect,-1,1,incorrect,-1,1,-0.4592,-10.6203,6.9313
F9_Acq,F09,acq,55,1g,1,1,37443,correct,1,109,2,incorrect,-1,4,incorrect,-1,1,2.9136,-3.8402,-55.0551
F9_Acq,F09,acq,56,3h,3,1,28926,incorrect,-1,111,1,incorrect,-1,2,incorrect,-1,1,-0.8973,21.4115,-48.6422
F9_Acq,F09,acq,57,2f,2,2,23416,correct,1,113,5,incorrect,-1,3,incorrect,-1,1,-7.8877,-2.0153,66.5715
F9_Acq,F09,acq,58,5m,5,2,25921,incorrect,-1,115,4,incorrect,-1,5,correct,1,1,0.1865,3.0071,21.6089
F9_Acq,F09,acq,59,4n,4,1,22748,incorrect,-1,117,3,incorrect,-1,2,incorrect,-1,1,6.0165,18.4777,-58.2287
F9_Acq,F09,acq,60,1i,1,4,80691,incorrect,-1,119,1,correct,1,5,incorrect,-1,1,0.9058,-5.3279,0.5122
F9_Acq,F09,acq,61,2l,2,3,25921,incorrect,-1,121,2,correct,1,5,incorrect,-1,1,9.3067,-18.7752,-19.3545
F9_Acq,F09,acq,62,3b,3,2,27423,incorrect,-1,123,1,incorrect,-1,4,incorrect,-1,1,7.3445,16.7272,-30.157
F9_Acq,F09,acq,63,4e,4,2,56980,incorrect,-1,125,1,incorrect,-1,1,incorrect,-1,1,-2.5593,5.6344,-24.3894
F9_Acq,F09,acq,64,5a,5,5,18239,correct,1,127,2,incorrect,-1,4,incorrect,-1,1,-8.281,-5.7775,-29.167
F9_Acq,F09,acq,65,3a,3,4,60319,incorrect,-1,129,2,incorrect,-1,1,incorrect,-1,1,1.4214,-1.2847,
F9_Acq,F09,acq,66,4i,4,1,22581,incorrect,-1,131,2,incorrect,-1,4,correct,1,1,8.0669,18.0389,32.3122
F9_Acq,F09,acq,67,3k,3,1,64494,incorrect,-1,133,4,incorrect,-1,2,incorrect,-1,1,12.9171,-18.1468,
F9_Acq,F09,acq,68,5j,5,4,31431,incorrect,-1,135,5,correct,1,2,incorrect,-1,1,0.0095,-3.4989,-24.4085
F9_Acq,F09,acq,69,5c,5,2,17404,incorrect,-1,137,4,incorrect,-1,4,incorrect,-1,1,-1.8978,-31.8694,-3.3281
F9_Acq,F09,acq,70,3c,3,2,33936,incorrect,-1,139,1,incorrect,-1,,,,,-1.5711,-11.2631,45.2064
F9_Acq,F09,acq,71,1e,1,5,49298,incorrect,-1,141,4,incorrect,-1,3,incorrect,-1,1,-1.8106,-8.342,-6.9632
F9_Acq,F09,acq,72,5d,5,4,25921,incorrect,-1,143,2,incorrect,-1,1,incorrect,-1,1,-1.1284,-1.6397,27.4639
F9_Acq,F09,acq,73,1a,1,3,50634,incorrect,-1,145,5,incorrect,-1,3,incorrect,-1,0,1.8993,-23.0227,-26.2959
F9_Acq,F09,acq,74,1o,1,3,47963,incorrect,-1,147,3,incorrect,-1,4,incorrect,-1,1,0.4697,2.2347,-44.4187
F9_Acq,F09,acq,75,5l,5,1,66832,incorrect,-1,149,4,incorrect,-1,3,incorrect,-1,1,-0.8786,4.5269,-46.8664
F9_Acq,F09,acq,76,2i,2,5,21412,incorrect,-1,151,3,incorrect,-1,,,,,-7.9578,-17.1829,-51.4587
F9_Acq,F09,acq,77,1l,1,4,35606,incorrect,-1,153,3,incorrect,-1,2,incorrect,-1,1,-4.1112,27.9195,-74.4711
F9_Acq,F09,acq,78,1b,1,2,16736,incorrect,-1,155,4,incorrect,-1,,,,,-0.6,-4.6681,33.6545
F9_Acq,F09,acq,79,5f,5,3,64995,incorrect,-1,157,1,incorrect,-1,,,,,-3.3532,7.6768,-55.8479
F9_Acq,F09,acq,80,4d,4,4,23750,correct,1,159,1,incorrect,-1,,,,,1.3983,-2.263,-55.3021
F10_Acq,F10,acq,1,1f,1,1,12395,correct,1,1,,,,,,,,15.7774,-25.5287,-3.687
F10_Acq,F10,acq,2,2m,2,2,10892,correct,1,3,,,,,,,,11.4417,-0.4286,17.6079
F10_Acq,F10,acq,3,5i,5,1,14065,incorrect,-1,5,,,,,,,,21.6636,4.6063,-22.5649
F10_Acq,F10,acq,4,3g,3,3,14733,correct,1,7,,,,,,,,-5.5776,-1.2951,-15.9011
F10_Acq,F10,acq,5,3l,3,4,19075,incorrect,-1,9,3,correct,1,3,correct,1,1,-0.6394,0.9096,-18.1665
F10_Acq,F10,acq,6,1d,1,5,19408,incorrect,-1,11,1,correct,1,5,incorrect,-1,0,6.5189,14.5291,-23.6582
F10_Acq,F10,acq,7,2d,2,2,29929,correct,1,13,2,correct,1,4,incorrect,-1,1,8.4656,-8.6158,18.9483
F10_Acq,F10,acq,8,4h,4,1,30429,incorrect,-1,15,,,,4,correct,1,1,5.0335,-0.4631,-6.8315
F10_Acq,F10,acq,9,5g,5,1,23750,incorrect,-1,17,1,incorrect,-1,3,incorrect,-1,1,3.1551,9.3553,21.665
F10_Acq,F10,acq,10,3j,3,3,26589,correct,1,19,4,incorrect,-1,5,incorrect,-1,1,6.8693,-1.3094,5.0229
F10_Acq,F10,acq,11,2k,2,4,25253,incorrect,-1,21,2,correct,1,4,incorrect,-1,0,-20.3139,1.4069,-12.3485
F10_Acq,F10,acq,12,2j,2,4,32433,incorrect,-1,23,4,incorrect,-1,5,incorrect,-1,1,-18.0184,7.8638,-18.8112
F10_Acq,F10,acq,13,1m,1,5,34604,incorrect,-1,25,5,incorrect,-1,3,incorrect,-1,1,5.6485,6.2473,-11.3835
F10_Acq,F10,acq,14,1k,1,3,32767,incorrect,-1,27,5,incorrect,-1,2,incorrect,-1,1,-16.733,-6.9604,-12.9152
F10_Acq,F10,acq,15,2o,2,5,28092,incorrect,-1,29,4,incorrect,-1,5,incorrect,-1,0,-19.5105,15.9465,14.8928
F10_Acq,F10,acq,16,5h,5,3,43788,incorrect,-1,31,1,incorrect,-1,2,incorrect,-1,1,0.0752,4.3684,-20.0629
F10_Acq,F10,acq,17,4o,4,4,44790,correct,1,33,1,incorrect,-1,1,incorrect,-1,1,8.2143,0.8638,1.1341
F10_Acq,F10,acq,18,1h,1,2,42118,incorrect,-1,35,3,incorrect,-1,3,incorrect,-1,1,9.7365,30.3446,3.6178
F10_Acq,F10,acq,19,1n,1,3,39280,incorrect,-1,37,2,incorrect,-1,2,incorrect,-1,1,-3.5329,3.4265,1.8833
F10_Acq,F10,acq,20,4k,4,1,33936,incorrect,-1,39,4,correct,1,1,incorrect,-1,0,-5.2264,27.6511,0.6459
F10_Acq,F10,acq,21,5p,5,2,46293,incorrect,-1,41,3,incorrect,-1,1,incorrect,-1,1,5.4332,13.8296,27.7366
F10_Acq,F10,acq,22,3d,3,5,35773,incorrect,-1,43,3,correct,1,2,incorrect,-1,1,0.2068,-12.5545,0.8625
F10_Acq,F10,acq,23,4l,4,1,30262,incorrect,-1,45,1,incorrect,-1,2,incorrect,-1,1,8.9073,-2.3749,-8.7194
F10_Acq,F10,acq,24,3n,3,2,33102,incorrect,-1,47,5,incorrect,-1,2,incorrect,-1,0,-0.7043,11.8765,-2.0759
F10_Acq,F10,acq,25,4a,4,2,42787,incorrect,-1,49,1,incorrect,-1,1,incorrect,-1,1,1.878,5.5309,-8.1028
F10_Acq,F10,acq,26,5k,5,1,55143,incorrect,-1,51,2,incorrect,-1,2,incorrect,-1,1,5.1991,-3.6579,3.6295
F10_Acq,F10,acq,27,1c,1,2,55143,incorrect,-1,53,3,incorrect,-1,3,incorrect,-1,1,-8.0181,3.0839,13.8667
F10_Acq,F10,acq,28,2e,2,5,38445,incorrect,-1,55,5,incorrect,-1,4,incorrect,-1,1,-8.9546,6.7688,-10.0339
F10_Acq,F10,acq,29,2a,2,4,43287,incorrect,-1,57,5,incorrect,-1,3,incorrect,-1,1,1.3796,2.4782,24.7669
F10_Acq,F10,acq,30,5b,5,2,48798,incorrect,-1,59,1,incorrect,-1,2,incorrect,-1,0,3.4391,-23.4781,-10.903
F10_Acq,F10,acq,31,2g,2,3,38445,incorrect,-1,61,4,incorrect,-1,3,incorrect,-1,0,-11.5677,14.0888,-37.6827
F10_Acq,F10,acq,32,2p,2,3,60153,incorrect,-1,63,3,incorrect,-1,4,incorrect,-1,1,-10.1059,18.6135,22.4038
F10_Acq,F10,acq,33,2n,2,4,63827,incorrect,-1,65,3,incorrect,-1,4,incorrect,-1,0,,11.7472,27.4973
F10_Acq,F10,acq,34,4b,4,1,37776,incorrect,-1,67,2,incorrect,-1,2,incorrect,-1,1,-5.9043,,18.9205
F10_Acq,F10,acq,35,3f,3,2,28760,incorrect,-1,69,2,incorrect,-1,4,incorrect,-1,1,-9.7981,-11.6092,1.2399
F10_Acq,F10,acq,36,5e,5,2,67333,incorrect,-1,71,2,incorrect,-1,2,incorrect,-1,0,-10.0895,-5.228,35.6069
F10_Acq,F10,acq,37,1j,1,3,40783,incorrect,-1,73,2,incorrect,-1,5,incorrect,-1,1,-20.1861,-6.4293,-9.245
F10_Acq,F10,acq,38,4f,4,2,49800,incorrect,-1,75,1,incorrect,-1,5,incorrect,-1,1,3.7719,-1.6871,19.1641
F10_Acq,F10,acq,39,2h,2,4,35606,incorrect,-1,77,4,incorrect,-1,5,incorrect,-1,1,-24.0756,-0.3601,68.3343
F10_Acq,F10,acq,40,3m,3,4,48130,incorrect,-1,79,2,incorrect,-1,1,incorrect,-1,1,-0.059,-4.1976,-27.6347
F10_Acq,F10,acq,41,4g,4,5,49466,incorrect,-1,81,2,incorrect,-1,3,incorrect,-1,1,5.3849,12.7978,-22.4577
F10_Acq,F10,acq,42,5o,5,2,37276,incorrect,-1,83,2,incorrect,-1,2,incorrect,-1,0,-7.3892,9.2115,1.159
F10_Acq,F10,acq,43,4m,4,3,55979,incorrect,-1,85,2,incorrect,-1,4,correct,1,1,-2.0444,12.1194,0.6231
F10_Acq,F10,acq,44,4c,4,4,79023,correct,1,87,3,incorrect,-1,2,incorrect,-1,1,28.834,-1.8389,-15.4035
F10_Acq,F10,acq,45,3i,3,1,62991,incorrect,-1,89,4,incorrect,-1,2,incorrect,-1,1,-2.2133,2.1597,-3.9682
F10_Acq,F10,acq,46,3e,3,2,48464,incorrect,-1,91,1,incorrect,-1,2,incorrect,-1,0,-2.672,0.3087,-4.4459
F10_Acq,F10,acq,47,4j,4,2,54475,incorrect,-1,93,4,correct,1,3,incorrect,-1,1,2.7535,6.5231,-6.8278
F10_Acq,F10,acq,48,3p,3,2,40449,incorrect,-1,95,2,incorrect,-1,3,correct,1,1,-1.9081,-2.3798,11.2808
F10_Acq,F10,acq,49,3o,3,3,49799,correct,1,97,2,incorrect,-1,1,incorrect,-1,1,-2.0957,-12.7227,-8.6775
F10_Acq,F10,acq,50,5n,5,2,55645,incorrect,-1,99,2,incorrect,-1,2,incorrect,-1,0,0.2094,7.0091,-12.4583
F10_Acq,F10,acq,51,1p,1,5,39780,incorrect,-1,101,3,incorrect,-1,4,incorrect,-1,1,-9.0053,10.9133,15.3024
F10_Acq,F10,acq,52,2b,2,5,58316,incorrect,-1,103,4,incorrect,-1,4,incorrect,-1,1,2.4625,0.6735,28.1867
F10_Acq,F10,acq,53,2c,2,4,72844,incorrect,-1,105,5,incorrect,-1,3,incorrect,-1,1,0.7395,-0.8972,4.6521
F10_Acq,F10,acq,54,4p,4,3,59484,incorrect,-1,107,2,incorrect,-1,2,incorrect,-1,1,-3.7878,-26.996,5.6792
F10_Acq,F10,acq,55,1g,1,4,90545,incorrect,-1,109,5,incorrect,-1,2,incorrect,-1,1,4.8028,12.5632,-12.819
F10_Acq,F10,acq,56,3h,3,1,47295,incorrect,-1,111,3,correct,1,4,incorrect,-1,1,5.3134,-4.3521,9.3395
F10_Acq,F10,acq,57,2f,2,4,47796,incorrect,-1,113,4,incorrect,-1,3,incorrect,-1,1,9.2818,11.6452,-11.2791
F10_Acq,F10,acq,58,5m,5,2,57314,incorrect,-1,115,2,incorrect,-1,4,incorrect,-1,1,-6.6595,8.3129,7.738
F10_Acq,F10,acq,59,4n,4,2,43121,incorrect,-1,117,3,incorrect,-1,5,incorrect,-1,1,-0.5569,5.4998,-4.207
F10_Acq,F10,acq,60,1i,1,2,60988,incorrect,-1,119,4,incorrect,-1,5,incorrect,-1,1,1.5743,0.8238,-10.8603
F10_Acq,F10,acq,61,2l,2,3,33936,incorrect,-1,121,4,incorrect,-1,5,incorrect,-1,1,0.3637,6.3111,-8.1542
F10_Acq,F10,acq,62,3b,3,4,34270,incorrect,-1,123,1,incorrect,-1,3,correct,1,1,3.7654,13.1544,-7.4231
F10_Acq,F10,acq,63,4e,4,5,73011,incorrect,-1,125,2,incorrect,-1,4,correct,1,1,5.4236,-3.4186,-5.1106
F10_Acq,F10,acq,64,5a,5,4,42786,incorrect,-1,127,2,incorrect,-1,2,incorrect,-1,1,-2.6921,5.3191,-20.1061
F10_Acq,F10,acq,65,3a,3,3,66833,correct,1,129,4,incorrect,-1,1,incorrect,-1,1,-4.8183,15.6469,-32.3695
F10_Acq,F10,acq,66,4i,4,4,53641,correct,1,131,5,incorrect,-1,4,correct,1,0,30.3635,17.6236,-14.0798
F10_Acq,F10,acq,67,3k,3,1,79523,incorrect,-1,133,3,correct,1,4,incorrect,-1,1,3.5099,12.0902,13.2065
F10_Acq,F10,acq,68,5j,5,2,47629,incorrect,-1,135,4,incorrect,-1,2,incorrect,-1,0,3.6014,-5.916,34.087
F10_Acq,F10,acq,69,5c,5,2,99060,incorrect,-1,137,2,incorrect,-1,1,incorrect,-1,1,-2.8028,1.36,6.0477
F10_Acq,F10,acq,70,3c,3,4,40783,incorrect,-1,139,1,incorrect,-1,,,,,6.5545,15.7412,-5.6514
F10_Acq,F10,acq,71,1e,1,5,54476,incorrect,-1,141,2,incorrect,-1,1,correct,1,1,-11.9505,6.4397,19.3776
F10_Acq,F10,acq,72,5d,5,1,43788,incorrect,-1,143,2,incorrect,-1,3,incorrect,-1,1,-6.3394,-0.7271,-2.252
F10_Acq,F10,acq,73,1a,1,1,42285,correct,1,145,5,incorrect,-1,2,incorrect,-1,1,13.9249,-16.2146,2.5084
F10_Acq,F10,acq,74,1o,1,2,44123,incorrect,-1,147,1,correct,1,3,incorrect,-1,1,-8.6042,24.1979,54.761
F10_Acq,F10,acq,75,5l,5,3,75682,incorrect,-1,149,1,incorrect,-1,2,incorrect,-1,1,-7.0015,-22.6016,-26.0586
F10_Acq,F10,acq,76,2i,2,5,45625,incorrect,-1,151,3,incorrect,-1,,,,,-3.0754,12.2041,-4.0986
F10_Acq,F10,acq,77,1l,1,3,61155,incorrect,-1,153,2,incorrect,-1,3,incorrect,-1,0,7.9377,13.2884,4.0888
F10_Acq,F10,acq,78,1b,1,3,54475,incorrect,-1,155,3,incorrect,-1,,,,,5.4359,32.8581,-15.4541
F10_Acq,F10,acq,79,5f,5,2,68502,incorrect,-1,157,3,incorrect,-1,,,,,-10.8552,-2.0826,-0.6708
F10_Acq,F10,acq,80,4d,4,4,63993,correct,1,159,4,correct,1,,,,,14.6782,17.0869,2.6517
F11_Acq,F11,acq,1,1f,1,1,19742,correct,1,1,,,,,,,,16.2086,-6.242,-2.2852
F11_Acq,F11,acq,2,2m,2,2,14399,correct,1,3,,,,,,,,8.2712,2.5831,38.8032
F11_Acq,F11,acq,3,5i,5,3,11059,incorrect,-1,5,,,,,,,,-4.5137,4.7377,7.5507
F11_Acq,F11,acq,4,3g,3,3,11393,correct,1,7,,,,,,,,-6.9221,-34.0627,28.3521
F11_Acq,F11,acq,5,3l,3,5,19242,incorrect,-1,9,3,correct,1,5,incorrect,-1,0,-5.8662,-9.9721,
F11_Acq,F11,acq,6,1d,1,4,11560,incorrect,-1,11,1,correct,1,3,incorrect,-1,1,-9.0487,-13.9636,22.4694
F11_Acq,F11,acq,7,2d,2,4,19241,incorrect,-1,13,2,correct,1,4,incorrect,-1,0,11.9129,-28.7775,
F11_Acq,F11,acq,8,4h,4,3,22915,incorrect,-1,15,,,,1,incorrect,-1,1,-5.9391,-24.7157,-6.2475
F11_Acq,F11,acq,9,5g,5,3,22080,incorrect,-1,17,3,incorrect,-1,3,incorrect,-1,0,-9.2752,-3.6565,
F11_Acq,F11,acq,10,3j,3,5,27591,incorrect,-1,19,5,incorrect,-1,4,incorrect,-1,1,1.6414,4.0094,
F11_Acq,F11,acq,11,2k,2,4,31598,incorrect,-1,21,4,incorrect,-1,5,incorrect,-1,1,-4.5807,-14.7633,-32.6764
F11_Acq,F11,acq,12,2j,2,5,18908,incorrect,-1,23,4,incorrect,-1,2,correct,1,1,-6.2002,-12.1113,
F11_Acq,F11,acq,13,1m,1,3,29427,incorrect,-1,25,4,incorrect,-1,3,incorrect,-1,0,-14.8211,-0.5743,-24.6393
F11_Acq,F11,acq,14,1k,1,3,29428,incorrect,-1,27,3,incorrect,-1,3,incorrect,-1,0,3.2094,-7.5259,-13.8654
F11_Acq,F11,acq,15,2o,2,2,23917,correct,1,29,5,incorrect,-1,2,correct,1,0,-3.1102,-11.6925,-34.0774
F11_Acq,F11,acq,16,5h,5,3,25587,incorrect,-1,31,3,incorrect,-1,4,incorrect,-1,1,7.6507,0.3887,-22.9299
F11_Acq,F11,acq,17,4o,4,1,22415,incorrect,-1,33,3,incorrect,-1,1,incorrect,-1,0,7.7822,-0.9133,-27.7092
F11_Acq,F11,acq,18,1h,1,3,27590,incorrect,-1,35,3,incorrect,-1,2,incorrect,-1,1,0.8838,-8.6724,-61.3065
F11_Acq,F11,acq,19,1n,1,2,30764,incorrect,-1,37,3,incorrect,-1,3,incorrect,-1,1,1.1926,8.7648,-30.9043
F11_Acq,F11,acq,20,4k,4,1,28592,incorrect,-1,39,1,incorrect,-1,3,incorrect,-1,1,7.4351,-8.4385,-13.3361
F11_Acq,F11,acq,21,5p,5,4,33101,incorrect,-1,41,3,incorrect,-1,5,correct,1,1,14.9114,-29.7842,-69.5689
F11_Acq,F11,acq,22,3d,3,4,34271,incorrect,-1,43,5,incorrect,-1,1,incorrect,-1,1,17.439,-1.593,-66.7475
F11_Acq,F11,acq,23,4l,4,3,32934,incorrect,-1,45,1,incorrect,-1,4,correct,1,1,3.1551,1.3409,-22.4685
F11_Acq,F11,acq,24,3n,3,1,32600,incorrect,-1,47,4,incorrect,-1,4,incorrect,-1,1,5.4676,-20.1174,1.7839
F11_Acq,F11,acq,25,4a,4,4,38612,correct,1,49,3,incorrect,-1,5,incorrect,-1,1,3.1791,-3.0849,-24.7202
F11_Acq,F11,acq,26,5k,5,5,37109,correct,1,51,4,incorrect,-1,3,incorrect,-1,1,17.608,-9.6961,54.8754
F11_Acq,F11,acq,27,1c,1,3,48297,incorrect,-1,53,2,incorrect,-1,4,incorrect,-1,1,-21.0248,-4.1528,51.0873
F11_Acq,F11,acq,28,2e,2,2,20578,correct,1,55,2,correct,1,1,incorrect,-1,1,22.2716,7.7631,8.83
F11_Acq,F11,acq,29,2a,2,1,40282,incorrect,-1,57,2,correct,1,2,correct,1,1,,-10.8372,
F11_Acq,F11,acq,30,5b,5,3,43621,incorrect,-1,59,5,correct,1,4,incorrect,-1,1,0.4224,,
F11_Acq,F11,acq,31,2g,2,2,33936,correct,1,61,1,incorrect,-1,4,incorrect,-1,1,-4.2987,-0.4927,22.1194
F11_Acq,F11,acq,32,2p,2,4,46794,incorrect,-1,63,2,correct,1,4,incorrect,-1,0,-1.498,-5.107,-0.3853
F11_Acq,F11,acq,33,2n,2,4,41952,incorrect,-1,65,4,incorrect,-1,5,incorrect,-1,1,-5.0558,-4.4722,18.3043
F11_Acq,F11,acq,34,4b,4,5,50801,incorrect,-1,67,4,correct,1,4,correct,1,1,-8.3197,-6.796,-12.3816
F11_Acq,F11,acq,35,3f,3,4,55311,incorrect,-1,69,1,incorrect,-1,5,incorrect,-1,1,3.7969,-5.5787,9.3663
F11_Acq,F11,acq,36,5e,5,4,45625,incorrect,-1,71,3,incorrect,-1,5,correct,1,1,5.9481,-4.4508,-30.4904
F11_Acq,F11,acq,37,1j,1,4,38778,incorrect,-1,73,3,incorrect,-1,4,incorrect,-1,0,1.1742,-22.1515,
F11_Acq,F11,acq,38,4f,4,4,35272,correct,1,75,5,incorrect,-1,5,incorrect,-1,1,-6.6094,-15.4245,
F11_Acq,F11,acq,39,2h,2,5,44623,incorrect,-1,77,4,incorrect,-1,4,incorrect,-1,1,1.7484,-18.9948,-16.8226
F11_Acq,F11,acq,40,3m,3,5,23917,incorrect,-1,79,4,incorrect,-1,2,incorrect,-1,1,0.8401,-15.6568,
F11_Acq,F11,acq,41,4g,4,5,57314,incorrect,-1,81,4,correct,1,2,incorrect,-1,1,-19.8155,,5.6455
F11_Acq,F11,acq,42,5o,5,5,51470,correct,1,83,4,incorrect,-1,4,incorrect,-1,1,2.3809,-16.7516,19.4427
F11_Acq,F11,acq,43,4m,4,2,30262,incorrect,-1,85,4,correct,1,2,incorrect,-1,0,-10.7108,-17.1882,10.2697
F11_Acq,F11,acq,44,4c,4,2,24084,incorrect,-1,87,2,incorrect,-1,2,incorrect,-1,0,0.974,13.3022,-10.652
F11_Acq,F11,acq,45,3i,3,2,42954,incorrect,-1,89,5,incorrect,-1,2,incorrect,-1,0,-2.2393,-3.9669,25.4222
F11_Acq,F11,acq,46,3e,3,2,57314,incorrect,-1,91,2,incorrect,-1,4,incorrect,-1,1,0.0681,11.1152,23.4142
F11_Acq,F11,acq,47,4j,4,2,43621,incorrect,-1,93,2,incorrect,-1,1,incorrect,-1,1,-4.8961,12.6099,
F11_Acq,F11,acq,48,3p,3,4,62157,incorrect,-1,95,2,incorrect,-1,2,incorrect,-1,1,-4.7583,12.4664,64.1619
F11_Acq,F11,acq,49,3o,3,2,48463,incorrect,-1,97,4,incorrect,-1,2,incorrect,-1,0,-10.7491,-12.2324,-43.6632
F11_Acq,F11,acq,50,5n,5,4,63326,incorrect,-1,99,5,correct,1,3,incorrect,-1,1,-10.8039,-9.4732,65.4264
F11_Acq,F11,acq,51,1p,1,4,102734,incorrect,-1,101,4,incorrect,-1,1,correct,1,1,-8.5582,-13.8911,-72.8324
F11_Acq,F11,acq,52,2b,2,4,44289,incorrect,-1,103,5,incorrect,-1,3,incorrect,-1,1,1.1093,-18.1652,-36.824
F11_Acq,F11,acq,53,2c,2,3,38946,incorrect,-1,105,4,incorrect,-1,3,incorrect,-1,0,-12.03,15.4555,4.863
F11_Acq,F11,acq,54,4p,4,1,27590,incorrect,-1,107,2,incorrect,-1,3,incorrect,-1,1,-10.7667,-4.025,11.8666
F11_Acq,F11,acq,55,1g,1,1,38946,correct,1,109,4,incorrect,-1,3,incorrect,-1,1,-20.867,8.5078,-20.0642
F11_Acq,F11,acq,56,3h,3,2,42452,incorrect,-1,111,2,incorrect,-1,3,correct,1,1,-16.5648,-7.9285,83.9112
F11_Acq,F11,acq,57,2f,2,2,29261,correct,1,113,3,incorrect,-1,3,incorrect,-1,1,-13.8431,-0.5635,-81.5816
F11_Acq,F11,acq,58,5m,5,3,82863,incorrect,-1,115,4,incorrect,-1,4,incorrect,-1,1,2.281,,-35.4743
F11_Acq,F11,acq,59,4n,4,3,35773,incorrect,-1,117,1,incorrect,-1,1,incorrect,-1,1,-9.2102,1.6484,-0.5229
F11_Acq,F11,acq,60,1i,1,3,75181,incorrect,-1,119,1,correct,1,4,incorrect,-1,1,-4.9738,,
F11_Acq,F11,acq,61,2l,2,3,124108,incorrect,-1,121,2,correct,1,4,incorrect,-1,1,7.0558,-8.7945,-14.7014
F11_Acq,F11,acq,62,3b,3,3,70673,correct,1,123,2,incorrect,-1,4,incorrect,-1,1,20.4355,-3.1413,-12.0284
F11_Acq,F11,acq,63,4e,4,1,73512,incorrect,-1,125,3,incorrect,-1,1,incorrect,-1,0,4.2001,1.8084,-18.1928
F11_Acq,F11,acq,64,5a,5,4,120100,incorrect,-1,127,3,incorrect,-1,2,incorrect,-1,1,-0.3016,,-17.0749
F11_Acq,F11,acq,65,3a,3,4,84199,incorrect,-1,129,3,correct,1,4,incorrect,-1,0,-7.6401,6.7819,-52.8758
F11_Acq,F11,acq,66,4i,4,1,89709,incorrect,-1,131,1,incorrect,-1,3,incorrect,-1,1,1.789,-18.371,
F11_Acq,F11,acq,67,3k,3,4,125110,incorrect,-1,133,4,incorrect,-1,3,correct,1,1,-9.5077,-54.1666,
F11_Acq,F11,acq,68,5j,5,2,103402,incorrect,-1,135,4,incorrect,-1,3,incorrect,-1,1,7.2677,4.6613,-28.1908
F11_Acq,F11,acq,69,5c,5,3,101899,incorrect,-1,137,2,incorrect,-1,4,incorrect,-1,1,-9.722,0.0602,-15.0718
F11_Acq,F11,acq,70,3c,3,3,28092,correct,1,139,4,incorrect,-1,,,,,0.3439,-12.4615,-1.848
F11_Acq,F11,acq,71,1e,1,4,121603,incorrect,-1,141,3,incorrect,-1,1,correct,1,1,8.8265,-10.601,175.572
F11_Acq,F11,acq,72,5d,5,4,149657,incorrect,-1,143,3,incorrect,-1,2,incorrect,-1,1,5.8435,-20.9675,69.8062
F11_Acq,F11,acq,73,1a,1,1,148822,correct,1,145,4,incorrect,-1,2,incorrect,-1,1,10.2479,-22.6774,6.274
F11_Acq,F11,acq,74,1o,1,2,126613,incorrect,-1,147,1,correct,1,2,incorrect,-1,0,-12.8248,-17.1191,17.8454
F11_Acq,F11,acq,75,5l,5,2,40949,incorrect,-1,149,4,incorrect,-1,3,incorrect,-1,1,-10.5615,-15.1008,7.5475
F11_Acq,F11,acq,76,2i,2,4,72343,incorrect,-1,151,3,incorrect,-1,,,,,-1.7266,-1.8655,162.2568
F11_Acq,F11,acq,77,1l,1,2,178879,incorrect,-1,153,2,incorrect,-1,3,incorrect,-1,1,-3.191,1.8671,62.486
F11_Acq,F11,acq,78,1b,1,3,33101,incorrect,-1,155,2,incorrect,-1,,,,,10.2011,-2.6857,-117.7473
F11_Acq,F11,acq,79,5f,5,3,61155,incorrect,-1,157,2,incorrect,-1,,,,,-3.6199,-16.2538,74.7388
