file_name,subID,phase,trial,stim,stim_cat,resp_cat,resp_time,correct,hit,event,prev_resp_same_cat,prev_resp_correct,prev_resp_hit,next_resp_same_cat,next_resp_correct,next_resp_hit,next_cat_change,RewP,stim_SPN,fdbk_SPN
F27_Acq,F27,acq,62,3b,3,1,24752,incorrect,-1,123,1,incorrect,-1,3,correct,1,1,-5.5158,15.0014,-0.9825
F27_Acq,F27,acq,63,4e,4,4,9055,correct,1,125,4,correct,1,4,correct,1,0,-5.7981,3.6288,-7.2849
F27_Acq,F27,acq,64,5a,5,5,12061,correct,1,127,5,correct,1,5,correct,1,0,11.2361,-3.9251,-8.2483
F27_Acq,F27,acq,65,3a,3,3,13731,correct,1,129,1,incorrect,-1,3,correct,1,0,5.2247,4.4537,-10.4471
F27_Acq,F27,acq,66,4i,4,4,10057,correct,1,131,4,correct,1,4,correct,1,0,11.0615,3.1897,13.6301
F27_Acq,F27,acq,67,3k,3,3,12729,correct,1,133,3,correct,1,3,correct,1,0,-8.028,-29.5323,9.9147
F27_Acq,F27,acq,68,5j,5,5,8054,correct,1,135,5,correct,1,5,correct,1,0,-0.576,3.1254,-10.3315
F27_Acq,F27,acq,69,5c,5,5,8888,correct,1,137,5,correct,1,3,incorrect,-1,1,-3.538,-8.5984,0.4485
F27_Acq,F27,acq,70,3c,3,3,13731,correct,1,139,3,correct,1,,,,,-4.9095,9.9056,-9.2763
F27_Acq,F27,acq,71,1e,1,3,11727,incorrect,-1,141,3,incorrect,-1,3,incorrect,-1,0,2.6535,-2.0407,3.7264
F27_Acq,F27,acq,72,5d,5,3,9389,incorrect,-1,143,5,correct,1,5,correct,1,1,-8.2483,-2.5793,-1.8015
F27_Acq,F27,acq,73,1a,1,3,12897,incorrect,-1,145,3,incorrect,-1,1,correct,1,1,-5.2276,5.4791,-15.1415
F27_Acq,F27,acq,74,1o,1,1,13898,correct,1,147,3,incorrect,-1,3,incorrect,-1,1,-8.0556,23.862,-0.4871
F27_Acq,F27,acq,75,5l,5,5,10558,correct,1,149,3,incorrect,-1,5,correct,1,0,2.9045,-4.4534,2.1314
F27_Acq,F27,acq,76,2i,2,2,9557,correct,1,151,2,correct,1,,,,,13.18,3.1855,-4.7191
F27_Acq,F27,acq,77,1l,1,3,14065,incorrect,-1,153,1,correct,1,3,incorrect,-1,0,-1.7951,10.4885,10.1927
F27_Acq,F27,acq,78,1b,1,3,15234,incorrect,-1,155,3,incorrect,-1,,,,,4.3467,5.6367,-2.7689
F27_Acq,F27,acq,79,5f,5,5,11059,correct,1,157,5,correct,1,,,,,-8.1428,-2.916,-11.6747
F27_Acq,F27,acq,80,4d,4,4,11394,correct,1,159,4,correct,1,,,,,10.8419,5.1538,-15.2592
F28_A,F28,acq,1,1f,1,2,11254,incorrect,-1,1,,,,,,,,7.9824,6.1415,-2.7563
F28_A,F28,acq,2,2m,2,3,14900,incorrect,-1,3,,,,,,,,6.7607,-3.8236,-21.6531
F28_A,F28,acq,3,5i,5,4,18240,incorrect,-1,5,,,,,,,,-7.6576,-10.1078,-10.8415
F28_A,F28,acq,4,3g,3,2,25420,incorrect,-1,7,,,,,,,,3.0952,-10.0361,4.349
F28_A,F28,acq,5,3l,3,1,17071,incorrect,-1,9,2,incorrect,-1,2,incorrect,-1,1,7.5351,14.4498,-24.7645
F28_A,F28,acq,6,1d,1,1,11226,correct,1,11,2,incorrect,-1,1,correct,1,0,1.7832,2.4703,-5.5455
F28_A,F28,acq,7,2d,2,1,20077,incorrect,-1,13,3,incorrect,-1,2,correct,1,1,13.6932,-10.2917,-20.1673
F28_A,F28,acq,8,4h,4,2,23416,incorrect,-1,15,,,,4,correct,1,1,10.9507,-3.494,-25.5042
F28_A,F28,acq,9,5g,5,2,15067,incorrect,-1,17,4,incorrect,-1,3,incorrect,-1,1,1.6394,13.6004,-2.035
F28_A,F28,acq,10,3j,3,2,21914,incorrect,-1,19,1,incorrect,-1,5,incorrect,-1,1,9.7698,,-21.2951
F28_A,F28,acq,11,2k,2,2,20911,correct,1,21,1,incorrect,-1,3,incorrect,-1,1,29.078,3.9401,-22.3095
F28_A,F28,acq,12,2j,2,3,23083,incorrect,-1,23,2,correct,1,2,correct,1,1,-6.5735,8.5923,-7.3545
F28_A,F28,acq,13,1m,1,1,18907,correct,1,25,1,correct,1,3,incorrect,-1,1,16.5121,-13.8584,-23.018
F28_A,F28,acq,14,1k,1,3,19743,incorrect,-1,27,1,correct,1,1,correct,1,1,0.0927,-19.0493,13.5272
F28_A,F28,acq,15,2o,2,2,18407,correct,1,29,3,incorrect,-1,3,incorrect,-1,1,21.5764,2.0739,-3.8517
F28_A,F28,acq,16,5h,5,3,22748,incorrect,-1,31,2,incorrect,-1,1,incorrect,-1,1,11.5757,-12.7728,7.2854
F28_A,F28,acq,17,4o,4,4,25420,correct,1,33,2,incorrect,-1,4,correct,1,0,10.4428,-7.7947,-18.3535
F28_A,F28,acq,18,1h,1,1,23250,correct,1,35,3,incorrect,-1,3,incorrect,-1,1,20.4754,-4.4422,-11.8405
F28_A,F28,acq,19,1n,1,3,25254,incorrect,-1,37,1,correct,1,1,correct,1,1,7.401,21.3088,-33.8975
F28_A,F28,acq,20,4k,4,4,25754,correct,1,39,4,correct,1,1,incorrect,-1,1,21.7589,13.8625,-20.1427
F28_A,F28,acq,21,5p,5,1,31264,incorrect,-1,41,3,incorrect,-1,1,incorrect,-1,0,5.7822,-7.3024,-10.792
F28_A,F28,acq,22,3d,3,5,23751,incorrect,-1,43,2,incorrect,-1,1,incorrect,-1,1,-11.6135,15.2852,6.5538
F28_A,F28,acq,23,4l,4,1,30095,incorrect,-1,45,4,correct,1,1,incorrect,-1,0,1.4831,26.5598,-7.4968
F28_A,F28,acq,24,3n,3,1,25588,incorrect,-1,47,5,incorrect,-1,2,incorrect,-1,1,6.4009,0.6806,11.2998
F28_A,F28,acq,25,4a,4,1,28926,incorrect,-1,49,1,incorrect,-1,1,incorrect,-1,0,1.1544,25.1126,-10.3331
F28_A,F28,acq,26,5k,5,1,30263,incorrect,-1,51,1,incorrect,-1,5,correct,1,1,25.2976,7.5617,7.082
F28_A,F28,acq,27,1c,1,1,25253,correct,1,53,3,incorrect,-1,4,incorrect,-1,1,11.8838,9.48,-8.3766
F28_A,F28,acq,28,2e,2,3,23751,incorrect,-1,55,2,correct,1,2,correct,1,1,6.5188,9.3561,-12.5042
F28_A,F28,acq,29,2a,2,2,25587,correct,1,57,3,incorrect,-1,2,correct,1,0,23.1281,10.7906,-12.1885
F28_A,F28,acq,30,5b,5,5,26422,correct,1,59,1,incorrect,-1,5,correct,1,0,8.7238,-7.277,-7.8091
F28_A,F28,acq,31,2g,2,2,23416,correct,1,61,2,correct,1,2,correct,1,0,11.9898,12.5414,2.3821
F28_A,F28,acq,32,2p,2,2,27925,correct,1,63,2,correct,1,3,incorrect,-1,1,19.6498,20.7998,-22.6369
F28_A,F28,acq,33,2n,2,3,28593,incorrect,-1,65,2,correct,1,2,correct,1,1,11.0717,0.5642,-10.0825
F28_A,F28,acq,34,4b,4,1,19910,incorrect,-1,67,1,incorrect,-1,4,correct,1,1,2.9511,16.8039,-21.4712
F28_A,F28,acq,35,3f,3,2,24251,incorrect,-1,69,1,incorrect,-1,2,incorrect,-1,0,-1.8887,13.2068,-27.1312
F28_A,F28,acq,36,5e,5,5,22915,correct,1,71,5,correct,1,1,incorrect,-1,1,20.8103,-1.4141,-24.5861
F28_A,F28,acq,37,1j,1,4,26422,incorrect,-1,73,1,correct,1,2,incorrect,-1,1,9.8751,-4.0045,4.2971
F28_A,F28,acq,38,4f,4,4,23082,correct,1,75,1,incorrect,-1,4,correct,1,0,20.7828,-3.2493,-27.9648
F28_A,F28,acq,39,2h,2,2,26422,correct,1,77,3,incorrect,-1,2,correct,1,0,19.9122,-8.0142,-19.6377
F28_A,F28,acq,40,3m,3,2,34937,incorrect,-1,79,2,incorrect,-1,2,incorrect,-1,0,-3.1254,20.9307,1.1816
F28_A,F28,acq,41,4g,4,4,24418,correct,1,81,4,correct,1,1,incorrect,-1,1,17.7763,-26.1234,7.1734
F28_A,F28,acq,42,5o,5,1,23416,incorrect,-1,83,5,correct,1,2,incorrect,-1,1,24.5951,0.8093,-17.9053
F28_A,F28,acq,43,4m,4,1,24753,incorrect,-1,85,4,correct,1,1,incorrect,-1,0,7.4307,-12.253,-2.0998
F28_A,F28,acq,44,4c,4,1,38445,incorrect,-1,87,1,incorrect,-1,4,correct,1,1,10.5558,4.1409,2.2922
F28_A,F28,acq,45,3i,3,2,27925,incorrect,-1,89,2,incorrect,-1,2,incorrect,-1,0,3.9943,-17.1637,12.481
F28_A,F28,acq,46,3e,3,2,21078,incorrect,-1,91,2,incorrect,-1,5,incorrect,-1,1,17.628,-16.3343,7.0129
F28_A,F28,acq,47,4j,4,4,18240,correct,1,93,1,incorrect,-1,3,incorrect,-1,1,19.6787,15.7789,-21.3248
F28_A,F28,acq,48,3p,3,5,28593,incorrect,-1,95,2,incorrect,-1,1,incorrect,-1,1,6.9145,-0.7172,-16.6812
F28_A,F28,acq,49,3o,3,1,25754,incorrect,-1,97,5,incorrect,-1,2,incorrect,-1,1,11.5125,-14.6979,-12.9808
F28_A,F28,acq,50,5n,5,2,29428,incorrect,-1,99,1,incorrect,-1,4,incorrect,-1,1,-0.3026,10.9135,-12.531
F28_A,F28,acq,51,1p,1,2,20243,incorrect,-1,101,4,incorrect,-1,1,correct,1,1,7.3298,11.5179,-18.6232
F28_A,F28,acq,52,2b,2,2,14399,correct,1,103,2,correct,1,4,incorrect,-1,1,24.4684,-21.7781,-18.9541
F28_A,F28,acq,53,2c,2,4,25420,incorrect,-1,105,2,correct,1,5,incorrect,-1,1,18.127,-8.3416,-16.4655
F28_A,F28,acq,54,4p,4,3,26589,incorrect,-1,107,4,correct,1,4,correct,1,1,10.6552,21.5785,5.9694
F28_A,F28,acq,55,1g,1,1,26423,correct,1,109,2,incorrect,-1,2,incorrect,-1,1,19.6412,-5.773,-26.4436
F28_A,F28,acq,56,3h,3,2,30096,incorrect,-1,111,1,incorrect,-1,5,incorrect,-1,1,17.9843,10.7095,-23.1532
F28_A,F28,acq,57,2f,2,2,31432,correct,1,113,4,incorrect,-1,5,incorrect,-1,1,29.8722,27.1161,1.334
F28_A,F28,acq,58,5m,5,4,29428,incorrect,-1,115,2,incorrect,-1,1,incorrect,-1,1,6.5896,-11.7187,-16.2912
F28_A,F28,acq,59,4n,4,4,11393,correct,1,117,3,incorrect,-1,2,incorrect,-1,1,2.5764,26.0799,-11.3104
F28_A,F28,acq,60,1i,1,2,26756,incorrect,-1,119,1,correct,1,2,incorrect,-1,0,6.7163,20.2823,-4.5103
F28_A,F28,acq,61,2l,2,5,38445,incorrect,-1,121,2,correct,1,3,incorrect,-1,1,9.4092,2.0185,-8.4858
F28_A,F28,acq,62,3b,3,5,24418,incorrect,-1,123,2,incorrect,-1,1,incorrect,-1,1,,18.9879,1.3186
F28_A,F28,acq,63,4e,4,2,22415,incorrect,-1,125,4,correct,1,2,incorrect,-1,0,8.1184,,18.925
F28_A,F28,acq,64,5a,5,1,18741,incorrect,-1,127,4,incorrect,-1,1,incorrect,-1,0,5.0779,2.4437,-16.2085
F28_A,F28,acq,65,3a,3,1,26589,incorrect,-1,129,5,incorrect,-1,1,incorrect,-1,0,7.4257,25.9736,-18.3742
F28_A,F28,acq,66,4i,4,2,24585,incorrect,-1,131,2,incorrect,-1,2,incorrect,-1,0,-10.5186,1.0517,-29.7426
F28_A,F28,acq,67,3k,3,1,28259,incorrect,-1,133,1,incorrect,-1,1,incorrect,-1,0,2.3126,11.3324,0.1627
F28_A,F28,acq,68,5j,5,1,29594,incorrect,-1,135,1,incorrect,-1,1,incorrect,-1,0,12.3161,-13.9725,-0.3691
F28_A,F28,acq,69,5c,5,1,27423,incorrect,-1,137,1,incorrect,-1,2,incorrect,-1,1,14.9823,-12.0321,-28.8006
F28_A,F28,acq,70,3c,3,1,30429,incorrect,-1,139,1,incorrect,-1,,,,,8.0994,-20.9387,
F28_A,F28,acq,71,1e,1,2,18741,incorrect,-1,141,2,incorrect,-1,1,correct,1,1,8.0478,-3.3847,-10.1467
F28_A,F28,acq,72,5d,5,2,32433,incorrect,-1,143,1,incorrect,-1,4,incorrect,-1,1,5.5031,7.2002,4.691
F28_A,F28,acq,73,1a,1,1,26756,correct,1,145,2,incorrect,-1,4,incorrect,-1,1,22.8541,-9.8546,-22.4484
F28_A,F28,acq,74,1o,1,4,34103,incorrect,-1,147,1,correct,1,2,incorrect,-1,1,-0.1908,-8.2345,-20.062
F28_A,F28,acq,75,5l,5,4,24084,incorrect,-1,149,2,incorrect,-1,4,incorrect,-1,0,0.322,-10.9368,-22.1
F28_A,F28,acq,76,2i,2,3,32768,incorrect,-1,151,5,incorrect,-1,,,,,-10.0556,-27.4953,-19.6367
F28_A,F28,acq,77,1l,1,2,32099,incorrect,-1,153,4,incorrect,-1,1,correct,1,1,11.7144,6.2486,5.7544
F28_A,F28,acq,78,1b,1,1,35273,correct,1,155,2,incorrect,-1,,,,,9.7762,25.1518,-19.5056
F28_A,F28,acq,79,5f,5,4,29093,incorrect,-1,157,4,incorrect,-1,,,,,9.5156,-7.179,-6.6897
F28_A,F28,acq,80,4d,4,2,27257,incorrect,-1,159,2,incorrect,-1,,,,,-4.1137,11.0065,-17.0608
F29_Acq,F29,acq,1,1f,1,1,11727,correct,1,1,,,,,,,,8.4751,-29.6261,5.7059
F29_Acq,F29,acq,2,2m,2,1,32768,incorrect,-1,3,,,,,,,,13.0929,,-10.8728
F29_Acq,F29,acq,3,5i,5,2,15067,incorrect,-1,5,,,,,,,,-3.974,2.699,
F29_Acq,F29,acq,4,3g,3,4,30596,incorrect,-1,7,,,,,,,,-5.3512,29.7227,-17.5743
F29_Acq,F29,acq,5,3l,3,3,33436,correct,1,9,4,incorrect,-1,2,incorrect,-1,1,19.1772,9.9722,4.7899
F29_Acq,F29,acq,6,1d,1,2,24585,incorrect,-1,11,1,correct,1,4,incorrect,-1,1,2.4493,-1.1121,-12.4767
F29_Acq,F29,acq,7,2d,2,4,14232,incorrect,-1,13,1,incorrect,-1,4,incorrect,-1,0,-13.4862,9.555,-19.3578
F29_Acq,F29,acq,8,4h,4,1,23583,incorrect,-1,15,,,,4,correct,1,1,-0.5482,15.0213,-23.5063
F29_Acq,F29,acq,9,5g,5,3,13565,incorrect,-1,17,2,incorrect,-1,4,incorrect,-1,1,2.886,8.0757,-18.3262
F29_Acq,F29,acq,10,3j,3,2,19074,incorrect,-1,19,3,correct,1,5,incorrect,-1,1,22.3611,-4.989,-19.4506
F29_Acq,F29,acq,11,2k,2,4,20745,incorrect,-1,21,4,incorrect,-1,5,incorrect,-1,1,-6.2456,12.5676,-6.0273
F29_Acq,F29,acq,12,2j,2,5,18741,incorrect,-1,23,4,incorrect,-1,1,incorrect,-1,1,8.1792,4.8557,14.0204
F29_Acq,F29,acq,13,1m,1,4,26589,incorrect,-1,25,2,incorrect,-1,3,incorrect,-1,1,2.1173,1.8643,-5.0016
F29_Acq,F29,acq,14,1k,1,3,27925,incorrect,-1,27,4,incorrect,-1,1,correct,1,1,6.2134,-8.8525,-11.6743
F29_Acq,F29,acq,15,2o,2,1,12061,incorrect,-1,29,5,incorrect,-1,5,incorrect,-1,1,21.124,-1.6895,-13.0418
F29_Acq,F29,acq,16,5h,5,4,19575,incorrect,-1,31,3,incorrect,-1,5,correct,1,1,10.6478,-5.8402,10.7683
F29_Acq,F29,acq,17,4o,4,4,32100,correct,1,33,1,incorrect,-1,2,incorrect,-1,1,1.3061,-26.3743,2.332
F29_Acq,F29,acq,18,1h,1,1,13397,correct,1,35,3,incorrect,-1,2,incorrect,-1,1,8.0122,-12.029,-20.2574
F29_Acq,F29,acq,19,1n,1,2,38278,incorrect,-1,37,1,correct,1,5,incorrect,-1,1,2.6482,-5.2287,-15.5172
F29_Acq,F29,acq,20,4k,4,2,15401,incorrect,-1,39,4,correct,1,1,incorrect,-1,1,7.1868,-2.4551,-3.2939
F29_Acq,F29,acq,21,5p,5,5,12897,correct,1,41,4,incorrect,-1,1,incorrect,-1,1,24.0594,5.8462,
F29_Acq,F29,acq,22,3d,3,5,20577,incorrect,-1,43,2,incorrect,-1,5,incorrect,-1,0,2.4362,4.6006,-12.3926
F29_Acq,F29,acq,23,4l,4,1,10726,incorrect,-1,45,2,incorrect,-1,4,correct,1,1,-9.7258,1.7418,25.2406
F29_Acq,F29,acq,24,3n,3,5,16068,incorrect,-1,47,5,incorrect,-1,5,incorrect,-1,0,13.4695,17.5153,11.606
F29_Acq,F29,acq,25,4a,4,4,14233,correct,1,49,1,incorrect,-1,4,correct,1,0,8.147,-7.8976,-26.9883
F29_Acq,F29,acq,26,5k,5,1,23249,incorrect,-1,51,5,correct,1,4,incorrect,-1,1,8.9263,7.6737,-4.8633
F29_Acq,F29,acq,27,1c,1,5,21579,incorrect,-1,53,2,incorrect,-1,2,incorrect,-1,1,10.5695,7.25,-9.5433
F29_Acq,F29,acq,28,2e,2,5,18073,incorrect,-1,55,1,incorrect,-1,5,incorrect,-1,0,-15.0202,7.9717,4.612
F29_Acq,F29,acq,29,2a,2,5,20077,incorrect,-1,57,5,incorrect,-1,3,incorrect,-1,1,11.1777,-25.2351,
F29_Acq,F29,acq,30,5b,5,4,35940,incorrect,-1,59,1,incorrect,-1,5,correct,1,1,-9.5994,1.7362,1.0465
F29_Acq,F29,acq,31,2g,2,3,20912,incorrect,-1,61,5,incorrect,-1,2,correct,1,1,2.0079,26.4722,-9.8045
F29_Acq,F29,acq,32,2p,2,2,19408,correct,1,63,3,incorrect,-1,1,incorrect,-1,1,6.3921,4.5392,1.8026
F29_Acq,F29,acq,33,2n,2,1,14232,incorrect,-1,65,2,correct,1,3,incorrect,-1,1,-5.9622,-6.392,-9.9758
F29_Acq,F29,acq,34,4b,4,4,18741,correct,1,67,4,correct,1,4,correct,1,0,-3.4937,-6.0564,-26.4763
F29_Acq,F29,acq,35,3f,3,5,14566,incorrect,-1,69,5,incorrect,-1,4,incorrect,-1,1,5.5747,0.65,-4.3195
F29_Acq,F29,acq,36,5e,5,5,15067,correct,1,71,4,incorrect,-1,5,correct,1,0,-0.7692,-3.7337,13.6808
F29_Acq,F29,acq,37,1j,1,2,16403,incorrect,-1,73,5,incorrect,-1,1,correct,1,1,8.3339,-7.5238,-7.5497
F29_Acq,F29,acq,38,4f,4,4,20244,correct,1,75,4,correct,1,1,incorrect,-1,1,0.208,-22.6504,-7.6581
F29_Acq,F29,acq,39,2h,2,3,15234,incorrect,-1,77,1,incorrect,-1,4,incorrect,-1,1,2.0875,5.7062,12.4388
F29_Acq,F29,acq,40,3m,3,4,19408,incorrect,-1,79,5,incorrect,-1,3,correct,1,1,5.7174,-3.9116,10.6757
F29_Acq,F29,acq,41,4g,4,1,30430,incorrect,-1,81,4,correct,1,2,incorrect,-1,1,11.1509,,8.9598
F29_Acq,F29,acq,42,5o,5,5,22582,correct,1,83,5,correct,1,5,correct,1,0,6.1101,-6.1342,37.7794
F29_Acq,F29,acq,43,4m,4,2,20744,incorrect,-1,85,4,correct,1,4,correct,1,1,4.4959,-16.802,-5.8434
F29_Acq,F29,acq,44,4c,4,4,14232,correct,1,87,2,incorrect,-1,1,incorrect,-1,1,17.1246,20.2711,-4.7268
F29_Acq,F29,acq,45,3i,3,3,13564,correct,1,89,4,incorrect,-1,5,incorrect,-1,1,9.6724,-8.5341,-7.8732
F29_Acq,F29,acq,46,3e,3,5,16403,incorrect,-1,91,3,correct,1,5,incorrect,-1,0,-4.6226,-15.9037,-15.3211
F29_Acq,F29,acq,47,4j,4,1,13731,incorrect,-1,93,4,correct,1,3,incorrect,-1,1,7.0758,2.8948,-23.2385
F29_Acq,F29,acq,48,3p,3,5,17404,incorrect,-1,95,5,incorrect,-1,4,incorrect,-1,1,-8.2236,0.1802,13.278
F29_Acq,F29,acq,49,3o,3,4,17071,incorrect,-1,97,5,incorrect,-1,2,incorrect,-1,1,-1.5198,-16.7659,-11.0429
F29_Acq,F29,acq,50,5n,5,5,13564,correct,1,99,5,correct,1,5,correct,1,0,-5.6261,-7.8243,-6.1191
F29_Acq,F29,acq,51,1p,1,1,20077,correct,1,101,2,incorrect,-1,1,correct,1,0,0.5221,-9.6023,-27.3357
F29_Acq,F29,acq,52,2b,2,4,19075,incorrect,-1,103,3,incorrect,-1,5,incorrect,-1,1,11.3153,5.2864,-23.1375
F29_Acq,F29,acq,53,2c,2,5,12896,incorrect,-1,105,4,incorrect,-1,3,incorrect,-1,1,10.5222,-1.0273,12.7574
F29_Acq,F29,acq,54,4p,4,3,13397,incorrect,-1,107,1,incorrect,-1,2,incorrect,-1,1,21.3169,-7.6037,-3.8468
F29_Acq,F29,acq,55,1g,1,1,15401,correct,1,109,1,correct,1,1,correct,1,0,4.7276,-3.473,12.7093
F29_Acq,F29,acq,56,3h,3,2,10559,incorrect,-1,111,4,incorrect,-1,5,incorrect,-1,1,22.8831,-1.2345,-10.8093
F29_Acq,F29,acq,57,2f,2,4,20745,incorrect,-1,113,5,incorrect,-1,3,incorrect,-1,1,-12.5323,-16.4123,-10.023
F29_Acq,F29,acq,58,5m,5,5,12729,correct,1,115,5,correct,1,5,correct,1,0,12.5807,,-6.3103
F29_Acq,F29,acq,59,4n,4,2,16737,incorrect,-1,117,3,incorrect,-1,4,correct,1,1,9.1105,-21.0152,-27.3204
F29_Acq,F29,acq,60,1i,1,1,21914,correct,1,119,1,correct,1,4,incorrect,-1,1,17.0094,-20.6572,-19.873
F29_Acq,F29,acq,61,2l,2,3,14566,incorrect,-1,121,4,incorrect,-1,1,incorrect,-1,1,15.5794,-1.7849,-1.0699
F29_Acq,F29,acq,62,3b,3,5,15067,incorrect,-1,123,2,incorrect,-1,4,incorrect,-1,1,-13.5715,7.6807,2.4512
F29_Acq,F29,acq,63,4e,4,4,10725,correct,1,125,2,incorrect,-1,3,incorrect,-1,1,9.8131,-11.5854,-3.0617
F29_Acq,F29,acq,64,5a,5,5,10559,correct,1,127,5,correct,1,1,incorrect,-1,1,22.2529,-5.2435,
F29_Acq,F29,acq,65,3a,3,4,10057,incorrect,-1,129,5,incorrect,-1,2,incorrect,-1,1,-8.3351,-9.8433,-4.3043
F29_Acq,F29,acq,66,4i,4,3,12729,incorrect,-1,131,4,correct,1,5,incorrect,-1,1,18.0212,-5.56,
F29_Acq,F29,acq,67,3k,3,2,23584,incorrect,-1,133,4,incorrect,-1,5,incorrect,-1,1,6.5102,-4.4624,-13.8723
F29_Acq,F29,acq,68,5j,5,1,13397,incorrect,-1,135,5,correct,1,5,correct,1,1,,0.8896,5.6147
F29_Acq,F29,acq,69,5c,5,5,14900,correct,1,137,1,incorrect,-1,5,correct,1,0,14.7728,,14.6938
F29_Acq,F29,acq,70,3c,3,5,10558,incorrect,-1,139,2,incorrect,-1,,,,,-1.0554,-16.9062,-4.8226
F29_Acq,F29,acq,71,1e,1,4,7887,incorrect,-1,141,1,correct,1,5,incorrect,-1,1,-0.9576,-14.9897,-20.4706
F29_Acq,F29,acq,72,5d,5,5,9890,correct,1,143,5,correct,1,1,incorrect,-1,1,4.2483,-2.2752,-0.0131
F29_Acq,F29,acq,73,1a,1,5,7887,incorrect,-1,145,4,incorrect,-1,3,incorrect,-1,1,21.9785,1.6875,0.0271
F29_Acq,F29,acq,74,1o,1,3,14399,incorrect,-1,147,5,incorrect,-1,2,incorrect,-1,1,12.2177,-9.3737,-17.3256
F29_Acq,F29,acq,75,5l,5,1,24251,incorrect,-1,149,5,correct,1,4,incorrect,-1,1,-5.6245,,-26.0402
F29_Acq,F29,acq,76,2i,2,1,12897,incorrect,-1,151,3,incorrect,-1,,,,,,0.1135,-22.1052
F29_Acq,F29,acq,77,1l,1,2,18573,incorrect,-1,153,3,incorrect,-1,5,incorrect,-1,1,1.6735,,-34.8185
F29_Acq,F29,acq,78,1b,1,5,24252,incorrect,-1,155,2,incorrect,-1,,,,,-15.1314,8.9376,2.5601
F29_Acq,F29,acq,79,5f,5,4,17070,incorrect,-1,157,1,incorrect,-1,,,,,19.8381,-20.0752,0.9455
F29_Acq,F29,acq,80,4d,4,5,41116,incorrect,-1,159,3,incorrect,-1,,,,,28.2308,-12.5377,15.5473
F30_Acq,F30,acq,1,1f,1,1,14733,correct,1,1,,,,,,,,-12.0326,-26.1715,-0.566
F30_Acq,F30,acq,2,2m,2,2,21914,correct,1,3,,,,,,,,19.47,-11.2156,-3.7032
F30_Acq,F30,acq,3,5i,5,3,15067,incorrect,-1,5,,,,,,,,0.0911,17.5019,-0.3077
F30_Acq,F30,acq,4,3g,3,3,17404,correct,1,7,,,,,,,,13.0694,-18.9824,-13.0454
F30_Acq,F30,acq,5,3l,3,3,15067,correct,1,9,3,correct,1,3,correct,1,0,-10.4266,-4.2841,-3.1826
F30_Acq,F30,acq,6,1d,1,2,29093,incorrect,-1,11,1,correct,1,1,correct,1,1,6.4456,-25.1141,4.1289
F30_Acq,F30,acq,7,2d,2,3,17905,incorrect,-1,13,2,correct,1,2,correct,1,1,-2.9675,-7.3342,-20.1948
F30_Acq,F30,acq,8,4h,4,4,27591,correct,1,15,,,,4,correct,1,0,25.1887,0.9589,3.2074
F30_Acq,F30,acq,9,5g,5,4,13397,incorrect,-1,17,3,incorrect,-1,4,incorrect,-1,0,3.3698,-4.5142,-9.3968
F30_Acq,F30,acq,10,3j,3,3,31264,correct,1,19,3,correct,1,2,incorrect,-1,1,-10.1809,-18.1672,-8.0349
F30_Acq,F30,acq,11,2k,2,2,40281,correct,1,21,3,incorrect,-1,3,incorrect,-1,1,5.3387,-13.8152,-22.8897
F30_Acq,F30,acq,12,2j,2,3,20911,incorrect,-1,23,2,correct,1,3,incorrect,-1,0,9.219,-6.3862,-14.3828
F30_Acq,F30,acq,13,1m,1,1,29428,correct,1,25,2,incorrect,-1,1,correct,1,0,34.3893,-8.5073,-18.0635
F30_Acq,F30,acq,14,1k,1,1,17238,correct,1,27,1,correct,1,5,incorrect,-1,1,17.4196,-6.88,-41.425
F30_Acq,F30,acq,15,2o,2,3,20577,incorrect,-1,29,3,incorrect,-1,2,correct,1,1,-1.478,-7.7807,-17.4059
F30_Acq,F30,acq,16,5h,5,4,19408,incorrect,-1,31,4,incorrect,-1,5,correct,1,1,4.3575,-6.0493,-25.6024
F30_Acq,F30,acq,17,4o,4,4,12228,correct,1,33,4,correct,1,4,correct,1,0,13.9467,9.7555,-4.399
F30_Acq,F30,acq,18,1h,1,5,30597,incorrect,-1,35,1,correct,1,1,correct,1,1,0.8771,-13.9231,19.2893
F30_Acq,F30,acq,19,1n,1,1,44789,correct,1,37,5,incorrect,-1,1,correct,1,0,12.0677,-3.76,-8.3316
F30_Acq,F30,acq,20,4k,4,4,31432,correct,1,39,4,correct,1,4,correct,1,0,17.6854,-8.808,-13.9271
F30_Acq,F30,acq,21,5p,5,5,38779,correct,1,41,4,incorrect,-1,5,correct,1,0,6.7564,6.4707,1.6663
F30_Acq,F30,acq,22,3d,3,2,28926,incorrect,-1,43,3,correct,1,3,correct,1,1,5.7,-10.3183,-0.5814
F30_Acq,F30,acq,23,4l,4,4,25754,correct,1,45,4,correct,1,4,correct,1,0,-16.0945,-8.14,14.2641
F30_Acq,F30,acq,24,3n,3,3,28927,correct,1,47,2,incorrect,-1,3,correct,1,0,-1.4847,-13.5329,12.5811
F30_Acq,F30,acq,25,4a,4,4,19408,correct,1,49,4,correct,1,4,correct,1,0,10.3853,-5.9816,-19.178
F30_Acq,F30,acq,26,5k,5,5,32433,correct,1,51,5,correct,1,5,correct,1,0,12.1928,-0.0453,-8.3607
F30_Acq,F30,acq,27,1c,1,1,22414,correct,1,53,1,correct,1,1,correct,1,0,-5.6617,-2.6905,-23.2429
